id,title,description,price,largeur,profondeur,hauteur,disponibilite,images,color,seat,reference,quantity,miniDescription,fabricType,brand,ecoMobilier,typeCanape,ean,poids,garantie
27,Motion Onde,"Le canapé Motion Onde incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Motion Onde, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",799.99,240 cm,105 cm,90 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/37/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/37/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/37/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/37/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/37/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/37/6.png""]",Gris,3,76944HV,1,"[""Motion Onde offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Motion Onde, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Ligne Roset,26,standard,7587400337624,98,2
28,Évasion Urbaine,"Le canapé Évasion Urbaine incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Évasion Urbaine, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",699.99,220 cm,100 cm,95 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/38/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/38/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/38/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/38/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/38/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/38/6.png""]",Vert,3,24778MM,1,"[""Évasion Urbaine offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Évasion Urbaine, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Muuto,27,standard,9808640771763,58,5
29,Revival Vintage,"Le canapé Revival Vintage incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Revival Vintage, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",849.99,200 cm,95 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/4/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/4/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/4/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/4/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/4/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/4/6.png""]",Blanc,1,42539DT,1,"[""Revival Vintage offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Revival Vintage, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,West Elm,19,standard,2792378839199,100,8
30,Cosmic Module,"Le canapé Cosmic Module incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Cosmic Module, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",999.99,300 cm,150 cm,90 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/40/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/40/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/40/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/40/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/40/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/40/6.png""]",Rouge,3,65656FO,1,"[""Cosmic Module offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Cosmic Module, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",cuir,Fermob,16,standard,9850993869856,68,10
31,Campagne Chic,"Le canapé Campagne Chic incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Campagne Chic, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",1399.99,250 cm,150 cm,90 cm,false,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/41/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/41/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/41/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/41/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/41/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/41/6.png""]",Blanc,3,45285FE,1,"[""Campagne Chic offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Campagne Chic, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Ikea,26,standard,4246654366834,51,9
32,Nimbus Salon,"Le canapé Nimbus Salon incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Nimbus Salon, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",599.99,230 cm,90 cm,80 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/42/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/42/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/42/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/42/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/42/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/42/6.png""]",Jaune,2,59667OC,1,"[""Nimbus Salon offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Nimbus Salon, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Roche Bobois,45,standard,8668190579664,69,9
33,Harmonie Plush,"Le canapé Harmonie Plush incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Harmonie Plush, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",849.99,240 cm,100 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/43/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/43/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/43/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/43/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/43/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/43/6.png""]",Gris,1,95282FK,1,"[""Harmonie Plush offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Harmonie Plush, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Habitat,19,standard,4005843388493,89,1
34,Vert Nature,"Le canapé Vert Nature incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Vert Nature, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",799.99,210 cm,100 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/44/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/44/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/44/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/44/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/44/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/44/6.png""]",Gris,8,10982ZQ,1,"[""Vert Nature offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Vert Nature, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",cuir,But,16,standard,1533273699057,24,9
35,Monoblock Structure,"Le canapé Monoblock Structure incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Monoblock Structure, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",699.99,200 cm,95 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/45/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/45/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/45/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/45/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/45/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/45/6.png""]",Noir,8,92146BK,1,"[""Monoblock Structure offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Monoblock Structure, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Maisons du Monde,38,standard,3844750948716,71,7
36,Tropic Breeze,"Le canapé Tropic Breeze incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Tropic Breeze, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",799.99,210 cm,100 cm,90 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/46/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/46/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/46/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/46/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/46/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/46/6.png""]",Noir,1,96397MC,1,"[""Tropic Breeze offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Tropic Breeze, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",cuir,Conforama,40,standard,2923076749285,71,9
37,Roll Cottage,"Le canapé Roll Cottage incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Roll Cottage, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",1099.99,300 cm,150 cm,90 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/47/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/47/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/47/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/47/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/47/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/47/6.png""]",Gris,1,16322JY,1,"[""Roll Cottage offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Roll Cottage, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Ligne Roset,38,standard,8865704379720,56,8
38,Cadre Urbain,"Le canapé Cadre Urbain incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Cadre Urbain, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",799.99,210 cm,95 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/48/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/48/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/48/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/48/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/48/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/48/2.png""]",Bleu,1,18817OQ,1,"[""Cadre Urbain offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Cadre Urbain, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Muuto,28,standard,4837029972193,71,1
39,Touché Satin,"Le canapé Touché Satin incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Touché Satin, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",749.99,220 cm,110 cm,90 cm,false,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/49/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/49/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/49/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/49/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/49/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/49/6.png""]",Gris,5,88480VH,1,"[""Touché Satin offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Touché Satin, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,West Elm,33,standard,2434275376034,60,8
40,Coin Flexi,"Le canapé Coin Flexi incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Coin Flexi, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",899.99,240 cm,100 cm,95 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/5/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/5/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/5/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/5/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/5/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/5/6.png""]",Blanc,3,26508ET,1,"[""Coin Flexi offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Coin Flexi, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",cuir,Fermob,33,standard,8315607628087,64,8
41,Patchwork Mosaïque,"Le canapé Patchwork Mosaïque incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Patchwork Mosaïque, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",649.99,220 cm,100 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/50/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/50/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/50/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/50/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/50/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/50/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/50/6.png""]",Marron,1,28156EX,1,"[""Patchwork Mosaïque offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Patchwork Mosaïque, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Ikea,10,standard,1942276440135,73,3
42,Velvet Metro,"Le canapé Velvet Metro incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Velvet Metro, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",899.99,270 cm,150 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/6/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/6/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/6/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/6/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/6/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/6/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/6/6.png""]",Blanc,3,90199QT,1,"[""Velvet Metro offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Velvet Metro, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",cuir,Roche Bobois,11,standard,6336842378526,12,1
